ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
5106125,Male,No,Yes,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16323,365243,Yes,No,Yes,No,,3.0,-16.0,0
5116950,Male,No,Yes,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16323,365243,Yes,No,Yes,No,,3.0,-51.0,0
5116951,Male,No,Yes,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16323,365243,Yes,No,Yes,No,,3.0,-16.0,0
5106127,Male,Yes,Yes,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,Yes,No,No,No,Managers,2.0,-36.0,0
5106128,Male,Yes,Yes,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,Yes,No,No,No,Managers,2.0,-58.0,0
5106129,Male,Yes,Yes,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,Yes,No,No,No,Managers,2.0,-53.0,0
5106134,Male,Yes,Yes,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,Yes,No,No,No,Managers,2.0,-40.0,0
5106135,Male,Yes,Yes,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,Yes,No,No,No,Managers,2.0,-9.0,0
5106136,Male,Yes,Yes,0,202500.0,Working,Higher education,Married,House / apartment,-20809,-5141,Yes,No,No,No,Managers,2.0,-6.0,0
5106137,Male,Yes,Yes,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-18512,-211,Yes,Yes,Yes,No,Drivers,1.0,-24.0,0
5106139,Male,Yes,Yes,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-18512,-211,Yes,Yes,Yes,No,Drivers,1.0,-37.0,0
5106140,Male,Yes,Yes,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-18512,-211,Yes,Yes,Yes,No,Drivers,1.0,-24.0,0
5106141,Male,Yes,Yes,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-13681,-1185,Yes,No,No,No,Drivers,2.0,-47.0,0
5106143,Male,Yes,Yes,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-13681,-1185,Yes,No,No,No,Drivers,2.0,-47.0,0
5106146,Male,Yes,Yes,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-13681,-1185,Yes,No,No,No,Drivers,2.0,-4.0,0
5106147,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-20.0,0
5106148,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-23.0,0
5106149,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-36.0,0
5106151,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-59.0,0
5106152,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-11.0,0
5106153,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-8.0,0
5106154,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-7.0,0
5106155,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-5.0,0
5106156,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-1.0,0
5116988,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-47.0,0
5116989,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-8.0,0
5116990,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-12.0,0
5116991,Male,Yes,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14495,-3505,Yes,No,Yes,No,Laborers,2.0,-8.0,0
5106157,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-35.0,0
5106158,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-21.0,0
5106159,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-23.0,0
5106160,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-35.0,0
5106161,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-47.0,0
5106163,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-20.0,0
5106164,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-13.0,0
5106165,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-11.0,0
5106166,Male,Yes,Yes,0,472500.0,Working,Secondary / secondary special,Married,House / apartment,-19099,-3413,Yes,No,No,No,Managers,2.0,-8.0,0
5111062,Male,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,Yes,No,Yes,No,,2.0,-25.0,0
5111063,Male,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,Yes,No,Yes,No,,2.0,-29.0,0
5111064,Male,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,Yes,No,Yes,No,,2.0,-13.0,0
5111065,Male,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,Yes,No,Yes,No,,2.0,-8.0,0
5111067,Male,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,Yes,No,Yes,No,,2.0,-21.0,0
5111068,Male,Yes,Yes,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,Yes,No,Yes,No,,2.0,-10.0,0
5111069,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-23.0,0
5111071,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-11.0,0
5111072,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-37.0,0
5111076,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-17.0,0
5111077,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-17.0,0
5111078,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-36.0,0
5111079,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-38.0,0
5111080,Female,Yes,Yes,0,373500.0,Working,Secondary / secondary special,Widow,House / apartment,-20785,-1577,Yes,No,No,No,Accountants,1.0,-12.0,0
5111084,Female,No,Yes,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,-17687,-10647,Yes,Yes,Yes,No,,2.0,-14.0,0
5111085,Female,No,Yes,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,-17687,-10647,Yes,Yes,Yes,No,,2.0,-9.0,0
5111086,Female,No,Yes,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,-17687,-10647,Yes,Yes,Yes,No,,2.0,-26.0,0
5111087,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-22.0,0
5111088,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-25.0,0
5111089,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-44.0,0
5111090,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-31.0,0
5111091,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-23.0,0
5111092,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-39.0,0
5111093,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-15.0,0
5111094,Male,No,Yes,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12910,-359,Yes,No,Yes,No,Drivers,3.0,-13.0,0
5111095,Female,No,No,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10653,-3007,Yes,No,Yes,No,Core staff,2.0,-22.0,0
5111096,Female,No,No,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10653,-3007,Yes,No,Yes,No,Core staff,2.0,-5.0,0
5111097,Female,No,No,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10653,-3007,Yes,No,Yes,No,Core staff,2.0,-25.0,0
5111098,Female,Yes,Yes,2,67500.0,Working,Higher education,Married,Municipal apartment,-12262,-3038,Yes,No,No,No,Secretaries,4.0,-14.0,0
5111099,Female,Yes,Yes,2,67500.0,Working,Higher education,Married,Municipal apartment,-12262,-3038,Yes,No,No,No,Secretaries,4.0,-5.0,0
5111100,Female,Yes,Yes,2,67500.0,Working,Higher education,Married,Municipal apartment,-12262,-3038,Yes,No,No,No,Secretaries,4.0,-10.0,0
5111101,Female,No,Yes,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13086,-1212,Yes,No,No,No,Laborers,3.0,-22.0,0
5111102,Male,Yes,Yes,0,351000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22329,365243,Yes,No,No,No,,2.0,-59.0,0
5111103,Male,Yes,Yes,0,351000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22329,365243,Yes,No,No,No,,2.0,-33.0,0
5111104,Male,Yes,Yes,0,351000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22329,365243,Yes,No,No,No,,2.0,-26.0,0
5111106,Female,No,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17822,-1730,Yes,No,No,No,Managers,2.0,-15.0,0
5111107,Female,No,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17822,-1730,Yes,No,No,No,Managers,2.0,-15.0,0
5111108,Female,No,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17822,-1730,Yes,No,No,No,Managers,2.0,-3.0,0
5111109,Female,No,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17822,-1730,Yes,No,No,No,Managers,2.0,-7.0,0
5111110,Female,No,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17822,-1730,Yes,No,No,No,Managers,2.0,-15.0,0
5111116,Female,No,Yes,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,Yes,No,No,No,Managers,3.0,-25.0,0
5111117,Female,No,Yes,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,Yes,No,No,No,Managers,3.0,-40.0,0
5111118,Female,No,Yes,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,Yes,No,No,No,Managers,3.0,-20.0,0
5111119,Female,No,Yes,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,Yes,No,No,No,Managers,3.0,-12.0,0
5111120,Female,No,Yes,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,Yes,No,No,No,Managers,3.0,-32.0,0
5111122,Female,No,Yes,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,Yes,No,No,No,Managers,3.0,-12.0,0
5111125,Female,No,Yes,0,202500.0,Working,Higher education,Single / not married,House / apartment,-15598,-7786,Yes,Yes,Yes,No,Core staff,1.0,-57.0,0
5111126,Female,No,Yes,0,202500.0,Working,Higher education,Single / not married,House / apartment,-15598,-7786,Yes,Yes,Yes,No,Core staff,1.0,-22.0,0
5111127,Female,No,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14904,-693,Yes,No,No,No,Sales staff,2.0,-16.0,0
5111128,Female,No,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14904,-693,Yes,No,No,No,Sales staff,2.0,-5.0,0
5111131,Male,Yes,No,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-15019,-6690,Yes,No,No,No,High skill tech staff,2.0,-25.0,0
5111132,Male,Yes,No,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-15019,-6690,Yes,No,No,No,High skill tech staff,2.0,-16.0,0
5111133,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-5.0,0
5111134,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-7.0,0
5111135,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-19.0,0
5111136,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-36.0,0
5111137,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-5.0,0
5111138,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-29.0,0
5111139,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-52.0,0
5111140,Male,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14163,-2215,Yes,No,No,No,Drivers,3.0,-25.0,0
5111146,Male,Yes,Yes,0,270000.0,Working,Higher education,Married,House / apartment,-19579,-1028,Yes,No,Yes,No,Laborers,2.0,-54.0,0
5111149,Female,No,Yes,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-16493,-1608,Yes,No,No,No,,2.0,-10.0,0
5111156,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-31.0,0
5111157,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-42.0,0
5111158,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-47.0,0
5111159,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-31.0,0
5111160,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-38.0,0
5111161,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-11.0,0
5111162,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-53.0,0
5111163,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-15.0,0
5111164,Female,Yes,Yes,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,Yes,Yes,Yes,No,Core staff,3.0,-12.0,0
5111167,Male,Yes,Yes,4,67500.0,Working,Secondary / secondary special,Married,House / apartment,-13740,-2064,Yes,No,No,No,Core staff,6.0,-7.0,0
5111169,Female,No,Yes,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21292,365243,Yes,No,No,No,,2.0,-17.0,0
5111170,Male,Yes,Yes,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,Yes,No,No,No,Sales staff,2.0,-25.0,0
5111171,Male,Yes,Yes,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,Yes,No,No,No,Sales staff,2.0,-20.0,0
5111172,Male,Yes,Yes,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,Yes,No,No,No,Sales staff,2.0,-10.0,0
5111173,Male,Yes,Yes,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,Yes,No,No,No,Sales staff,2.0,-7.0,0
5111174,Male,Yes,Yes,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,Yes,No,No,No,Sales staff,2.0,-58.0,0
5111176,Male,Yes,Yes,0,225000.0,Working,Higher education,Married,Rented apartment,-10602,-481,Yes,No,No,No,Sales staff,2.0,-58.0,0
5111177,Female,No,Yes,2,54000.0,Working,Higher education,Married,House / apartment,-11268,-4560,Yes,Yes,No,No,Cleaning staff,4.0,-15.0,0
5111178,Female,No,Yes,2,54000.0,Working,Higher education,Married,House / apartment,-11268,-4560,Yes,Yes,No,No,Cleaning staff,4.0,-57.0,0
5111180,Female,No,Yes,2,54000.0,Working,Higher education,Married,House / apartment,-11268,-4560,Yes,Yes,No,No,Cleaning staff,4.0,-15.0,0
5111182,Female,No,Yes,2,54000.0,Working,Higher education,Married,House / apartment,-11268,-4560,Yes,Yes,No,No,Cleaning staff,4.0,-5.0,0
5111185,Female,Yes,No,1,225000.0,Working,Higher education,Married,With parents,-10959,-1881,Yes,No,No,No,Secretaries,3.0,-45.0,0
5111186,Female,Yes,No,1,225000.0,Working,Higher education,Married,With parents,-10959,-1881,Yes,No,No,No,Secretaries,3.0,-35.0,0
5111187,Female,Yes,No,1,225000.0,Working,Higher education,Married,With parents,-10959,-1881,Yes,No,No,No,Secretaries,3.0,-38.0,0
5111188,Female,Yes,No,1,225000.0,Working,Higher education,Married,With parents,-10959,-1881,Yes,No,No,No,Secretaries,3.0,-31.0,0
5111189,Female,No,Yes,2,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13019,-2307,Yes,No,No,No,,4.0,-15.0,0
5111190,Female,No,Yes,2,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13019,-2307,Yes,No,No,No,,4.0,-6.0,0
5111191,Female,No,Yes,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,Yes,Yes,Yes,Yes,Laborers,2.0,-35.0,0
5111192,Female,No,Yes,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,Yes,Yes,Yes,Yes,Laborers,2.0,-37.0,0
5111193,Female,No,Yes,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,Yes,Yes,Yes,Yes,Laborers,2.0,-30.0,0
5111194,Female,No,Yes,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,Yes,Yes,Yes,Yes,Laborers,2.0,-17.0,0
5111195,Female,No,Yes,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,Yes,Yes,Yes,Yes,Laborers,2.0,-11.0,0
5111196,Female,No,Yes,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,Yes,Yes,Yes,Yes,Laborers,2.0,-11.0,0
5111197,Female,Yes,Yes,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,Yes,No,No,No,Sales staff,2.0,-28.0,0
5111200,Female,Yes,Yes,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,Yes,No,No,No,Sales staff,2.0,-52.0,0
5111201,Female,Yes,Yes,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,Yes,No,No,No,Sales staff,2.0,-41.0,0
5111203,Female,Yes,Yes,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,Yes,No,No,No,Sales staff,2.0,-17.0,0
5111204,Female,Yes,Yes,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,Yes,No,No,No,Sales staff,2.0,-8.0,0
5111205,Female,No,Yes,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9690,-2307,Yes,Yes,Yes,No,Sales staff,4.0,-49.0,0
5111206,Female,No,Yes,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9690,-2307,Yes,Yes,Yes,No,Sales staff,4.0,-43.0,0
5112606,Female,No,Yes,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,Yes,No,Yes,No,Core staff,2.0,-28.0,0
5112608,Female,No,Yes,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,Yes,No,Yes,No,Core staff,2.0,-20.0,0
5112609,Female,No,Yes,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,Yes,No,Yes,No,Core staff,2.0,-36.0,0
5112611,Female,No,Yes,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,Yes,No,Yes,No,Core staff,2.0,-22.0,0
5112614,Male,Yes,Yes,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10338,-969,Yes,No,Yes,Yes,Core staff,2.0,-24.0,0
5112615,Male,Yes,Yes,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10338,-969,Yes,No,Yes,Yes,Core staff,2.0,-37.0,0
5112616,Male,Yes,Yes,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10338,-969,Yes,No,Yes,Yes,Core staff,2.0,-12.0,0
5112621,Female,No,Yes,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13814,-239,Yes,No,Yes,No,Cooking staff,4.0,-16.0,0
5112622,Female,No,Yes,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13814,-239,Yes,No,Yes,No,Cooking staff,4.0,-33.0,0
5112623,Female,No,Yes,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13814,-239,Yes,No,Yes,No,Cooking staff,4.0,-55.0,0
5112624,Female,No,Yes,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13814,-239,Yes,No,Yes,No,Cooking staff,4.0,-16.0,0
5112625,Female,No,Yes,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13814,-239,Yes,No,Yes,No,Cooking staff,4.0,-42.0,0
5112626,Female,No,Yes,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,Yes,No,Yes,No,Managers,2.0,-56.0,0
5112627,Female,No,Yes,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,Yes,No,Yes,No,Managers,2.0,-29.0,0
5112628,Female,No,Yes,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,Yes,No,Yes,No,Managers,2.0,-20.0,0
5112629,Female,No,Yes,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,Yes,No,Yes,No,Managers,2.0,-32.0,0
5112630,Female,No,Yes,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-19698,-4441,Yes,No,Yes,No,Managers,2.0,-23.0,0
5112631,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-9.0,0
5112632,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-21.0,0
5112633,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-52.0,0
5112634,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-60.0,0
5112636,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-60.0,0
5112637,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-52.0,0
5112638,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-2.0,0
5112639,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-1.0,0
5112640,Female,No,Yes,0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12942,-3253,Yes,No,No,No,,2.0,-16.0,0
5112644,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-53.0,0
5112645,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-41.0,0
5112646,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-21.0,0
5112647,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-49.0,0
5112648,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-39.0,0
5112649,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-48.0,0
5112650,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-34.0,0
5112651,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-31.0,0
5112652,Female,No,No,0,67500.0,Working,Secondary / secondary special,Married,With parents,-16182,-2827,Yes,Yes,Yes,No,Cooking staff,2.0,-53.0,0
5112653,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-2188,Yes,No,No,Yes,Sales staff,2.0,-50.0,0
5112654,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-2188,Yes,No,No,Yes,Sales staff,2.0,-51.0,0
5112655,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-2188,Yes,No,No,Yes,Sales staff,2.0,-48.0,0
5112656,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-2188,Yes,No,No,Yes,Sales staff,2.0,-50.0,0
5112657,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-2188,Yes,No,No,Yes,Sales staff,2.0,-51.0,0
